井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_706,中渗透,砂岩,定向井,610,24,21,1.97,19.03,0,90.6,0,0.1,2000,38,2036,4.8,4,69.14,YCYJ12-5-73HB,120,77.2,49.3,YCCH280-8,30,1.64,199.58,8.32,59.55,90.77,54.05,游动凡尔漏失,36,64.33,27.73,0.48,1,1.05,17.14,27.62,优良
Test_707,中渗透,砂岩,直井,,24,24,6.67,17.33,226.78,72.2,0,0.1,1390,44,1803.98,4.7,4,70.31,CYJY14-4.8-73HB,140,83.8,36.6,YCCH280-8,30,1.75,194.93,8.12,69.11,65.26,45.1,泵工作基本正常,413.98,59.86,27.07,0.58,1,1.05,17.14,27.62,优良
Test_708,中渗透,砂岩,定向井,554,24,17,0.59,16.41,20.06,96.5,0,0.1,1508,44,1790.56,4.5,4,53.93,CYJY14-5.5-73HB,140,86.7,35.5,YCCH280-8,30,2.01,267.08,11.13,78.54,33.33,26.17,游动凡尔漏失,282.56,61.93,37.1,1.04,1,1.05,17.14,27.62,达标
Test_709,中渗透,砂岩,定向井,525,24,20,6.98,13.02,237.32,65.1,0,0.1,1686,44,1905.55,5,3.5,60.07,CYJS12-5-73HB,120,86,35.9,YCCH280-8,30,0.82,309.64,12.9,71.52,40.11,28.69,泵工作基本正常,219.55,71.67,43,0.92,1,1.05,17.14,27.62,优良
Test_710,中渗透,砂岩,定向井,1050,24,2.1,1.81,0.29,61.54,13.8,0,0.1,2100,32,2205.6,4,4.5,13.44,YCYJ12-5-48HB,120,81.5,47.2,YCCH280-8,30,0.89,175.08,7.3,56.13,12.41,6.97,游动凡尔漏失泵下碰,105.6,67.92,24.33,3.97,1,1.05,17.14,27.62,不达标
Test_711,中渗透,砂岩,直井,,24,29,0.05,28.95,0,99,0,0.1,1585,38,2208.71,5.4,4,92.39,CYJ14-5.5-73HB,140,80.7,40.1,YCCH280-8,30,1.06,270.64,11.28,69.67,66.79,46.53,泵工作基本正常,623.71,57.64,37.6,0.59,1,1.05,17.14,27.62,优良
Test_712,中渗透,砂岩,直井,,24,17,4.33,12.67,147.22,74.5,0,0.1,1800,44,1806.65,4.8,4,46.37,CYJY14-4.8-73HB,140,86.9,37.2,YCCH280-8,30,0.63,295.69,12.32,77.27,33.18,25.63,供液不足,6.65,62.07,41.07,0.97,1,1.05,17.14,27.62,达标
Test_713,中渗透,砂岩,定向井,2006,24,23,6.35,16.65,215.9,72.4,0,0.1,1363,44,1744,4.8,4,68.3,CYJY14-4.8-73HB,140,84.6,39.6,YCCH280-8,30,0.63,342.76,14.28,62.69,42.48,26.63,游动凡尔漏失,381,60.43,47.6,1.09,1,1.05,17.14,27.62,达标
Test_714,中渗透,砂岩,定向井,1986,24,12,0.73,11.27,24.82,93.9,0,0.1,2289,38,2343,4.8,4,68.16,CYJY12-4.8-73HB,120,96.6,50.9,YCCH280-8,30,0.58,220.89,9.2,59.06,86.4,51.02,游动凡尔漏失泵下碰,54,80.5,30.67,0.8,1,1.05,17.14,27.62,优良
Test_715,中渗透,砂岩,直井,,24,4.77,0.56,4.21,0,86.6,0,0.1,2280,38,2294.6,4,4,22.11,CYJS12-5-73HB,120,88.4,54.1,YCCH280-8,30,0.35,175.69,7.32,48.68,34.12,16.61,供液不足泵下碰,14.6,73.67,24.4,1.62,1,1.05,17.14,27.62,不达标
Test_716,中渗透,砂岩,直井,,24,8.1,0,8.1,0,100,0,0.1,2039,38,2104.75,4.8,4,30.14,CYJ14-4.8-73HB,140,86.3,45.8,YCCH280-8,30,0.84,192.23,8.01,42.49,54.67,23.23,固定凡尔漏失游动凡尔漏失,65.75,61.64,26.7,1.16,1,1.05,17.14,27.62,达标
Test_717,中渗透,砂岩,直井,,24,10,5.5,4.5,187,45,0,0.1,2000,38,2301.69,4.8,3.5,38,CYJY14-4.8-73HB,140,98.3,71.8,YCCH280-8,30,0.6,202.27,8.43,33.04,71.88,23.75,游动凡尔漏失泵下碰,301.69,70.21,28.1,1.01,1,1.05,17.14,27.62,达标
Test_718,低渗透,砂岩,直井,,24,7.8,2.12,5.68,67.84,72.8,0,0.1,1840,38,2299.89,5,4.5,30.56,CYJS12-5-73HB,120,83.3,47.1,YCCH280-8,30,0.99,256.46,10.69,57.06,25.82,14.73,气体影响,459.89,69.42,35.63,1.79,1.4,1.05,12.24,19.73,达标
Test_719,低渗透,砂岩,直井,,24,17,0.14,16.86,4.48,99.2,0,0.1,1000,44,1799,5,4,37.89,CYJS12-5-73HB,120,70.9,28.5,YCCH280-8,30,1.73,308.96,12.87,65.19,23.15,15.09,固定凡尔漏失,799,59.08,42.9,1.82,1.4,1.05,12.24,19.73,达标
Test_720,低渗透,砂岩,定向井,540,24,17,2.11,14.89,67.52,87.6,0,0.1,1584.6,44,1707.2,4.6,4,40.47,CYJS12-5-73HB,120,71.1,29.1,YCCH280-8,30,1.75,296.72,12.36,67.58,38.35,25.91,固定凡尔漏失,122.6,59.25,41.2,1.1,1.4,1.05,12.24,19.73,优良
Test_721,低渗透,砂岩,定向井,700,2,1.25,0.01,1.25,0,99,0,0.1,545,38,2201.35,3.8,4,10.46,CYJ14-4.8-73HB,140,94.9,37.6,YCCH280-8,30,0.82,322.11,13.42,76.89,1.53,1.17,固定凡尔漏失游动凡尔漏失,1656.35,67.79,44.73,47.28,1.4,1.05,12.24,19.73,不达标
Test_722,低渗透,砂岩,直井,,24,1.6,0.36,1.24,0,75.2,0,0.1,763,38,1792.5,3.8,2,12.81,CYJP12-4.8-53HB,120,51,34.6,YCY280M2-8,55,1,173.14,7.21,19.99,9.42,1.88,游动凡尔漏失,1029.5,42.5,13.11,14.18,1.4,1.05,12.24,19.73,不达标
Test_723,低渗透,砂岩,定向井,520,24,38,1.03,36.97,32.96,97.3,0,0.1,836.9,44,1716,4.82,4,86.51,CYJS12-5-73HB,120,73.4,47.8,YCCH280-8,30,4.28,163.95,6.83,65.99,76.39,50.41,泵下碰,879.1,61.17,22.77,0.52,1.4,1.05,12.24,19.73,优良
Test_724,低渗透,砂岩,直井,,24,9.8,3.58,6.22,114.56,63.5,0,0.1,2288,38,2298.56,4.8,4,32.66,CYJW14-4.8-73HF,140,83.3,68.6,YCCH280-8,30,0.62,350.14,14.59,25.35,64.14,16.26,游动凡尔漏失泵下碰,10.56,59.5,48.63,1.56,1.4,1.05,12.24,19.73,达标
Test_725,低渗透,砂岩,直井,,22.5,14.06,2.87,11.19,91.84,79.6,0,0.1,921,38,2302.98,5,4,63,CYJS12-5-73HB,120,85.5,48,YCCH280-8,30,1.34,216.82,9.03,69.14,24.71,17.08,游动凡尔漏失,1381.98,71.25,30.1,1.67,1.4,1.05,12.24,19.73,达标
Test_726,低渗透,砂岩,直井,,24,10,4.24,5.76,135.68,57.6,0,0.1,1895,32,2192.75,3,4.5,98.08,YCYJ12-5-48HB,120,93,57.8,YCCH280-8,30,0.85,153.08,6.38,71.68,64.71,46.38,气体影响泵下碰,297.75,77.5,21.27,0.81,1.4,1.05,12.24,19.73,优良
Test_727,低渗透,砂岩,直井,,24,33,0.69,32.31,0,97.6,0,0.1,1350,44,1601.11,5,4,83.19,CYJS12-5-73HB,120,63,35.5,YCCH280-8,30,1.87,224.5,9.35,64.9,82.98,53.85,泵工作基本正常,251.11,52.5,31.17,0.5,1.4,1.05,12.24,19.73,优良
Test_728,低渗透,砂岩,直井,,24,11,0.51,10.49,16.32,95.4,0,0.1,1943,38,2000.24,5,4,20.52,CYJS12-5-73HB,120,81.5,38.7,YCCH280-8,30,0.96,210.56,8.77,210.56,17.61,13.81,供液不足,57.24,67.92,29.23,0.99,1.4,1.05,12.24,19.73,达标
Test_729,低渗透,砂岩,直井,,24,31,0,31,0,100,0,0.1,1814,44,1902.46,5.4,4,72.11,CYJ14-5.5-73HB,140,90.9,39.3,YCCH280-8,30,0.94,284.58,11.86,70.2,78.15,54.86,供液不足游动凡尔漏失,88.46,64.93,39.53,0.51,1.4,1.05,12.24,19.73,优良
Test_730,低渗透,砂岩,直井,,24,8,0.14,7.86,4.48,98.2,0,0.1,2290,38,2300.38,4.5,4,35.61,CYJ14-4.8-73HB,140,99.8,50.2,YCCH280-8,30,0.76,159.88,6.66,71.87,47.87,34.41,供液不足游动凡尔漏失,10.38,71.29,22.2,0.87,1.4,1.05,12.24,19.73,优良
Test_731,低渗透,砂岩,直井,,24,31,1.15,29.85,36.8,96.3,0,0.1,497,44,1797.88,4,4,97.46,CYJS12-5-73HB,120,67.6,45.1,YCCH280-8,30,3.23,130.82,5.45,66.13,53.38,35.3,游动凡尔漏失,1300.88,56.33,18.17,0.85,1.4,1.05,12.24,19.73,优良
Test_732,低渗透,砂岩,直井,,24,19,2.24,16.76,71.68,88.2,0,0.1,1791,44,1801.51,4,4,58.84,CYJY12-4.8-73HB,120,80.1,33.3,Y250M-8,30,0.98,188.22,7.84,76.66,66.6,51.05,供液不足,10.51,66.75,26.13,0.55,1.4,1.05,12.24,19.73,优良
Test_733,低渗透,砂岩,直井,,23,9.49,0.19,9.3,6.08,98,0,0.1,2160,38,2202.83,5,4,42.46,YCYJ12-5-48HB,120,93.8,39.4,YCCH280-8,30,0.6,323.42,13.48,54.67,37.75,20.64,供液不足游动凡尔漏失,42.83,78.17,44.93,1.58,1.4,1.05,12.24,19.73,优良
Test_734,低渗透,砂岩,定向井,850,24,45,2.16,42.84,69.12,95.2,0,0.1,1396,56,1601.75,5,4,76.53,YCYJ12-5-73HB,120,105.8,45.2,YCCH280-8,30,0.81,373.26,15.55,74.32,61.76,45.9,游动凡尔漏失,205.75,88.17,51.83,0.59,1.4,1.05,12.24,19.73,优良
Test_735,低渗透,砂岩,定向井,1125,24,5.3,1.26,4.04,40.32,76.3,0,0.1,2296,38,2306.8,4,4,24.68,YCYJ12-5-73HB,120,91.8,50,YCCH280-8,30,1.25,219.27,9.14,74.23,21.77,16.16,泵工作基本正常,10.8,76.5,30.47,1.8,1.4,1.05,12.24,19.73,达标
Test_736,低渗透,砂岩,定向井,625,24,3.1,1.29,1.81,41.28,58.4,0,0.1,2000,38,2202.79,5,4,8.76,YCYJ12-5-73HB,120,84.2,34.1,YCCH280-8,30,0.81,265.4,11.06,67.01,6.15,4.12,固定凡尔漏失游动凡尔漏失,202.79,70.17,36.87,4.28,1.4,1.05,12.24,19.73,不达标
Test_737,低渗透,砂岩,定向井,825,24,14,1.48,12.52,47.36,89.4,0,0.1,1800,38,2135,4,4,65.13,YCYJ12-5-73HB,120,102,47,YCCH280-8,30,1.39,215.52,8.98,64.26,52.01,33.42,泵工作基本正常,335,85,29.93,0.86,1.4,1.05,12.24,19.73,优良
Test_738,低渗透,砂岩,直井,,23,12.46,6.45,6.01,206.4,48.2,0,0.1,2178,38,2306.34,5,4,57.65,CYJS12-5-73HB,120,94,48.8,YCCH280-8,30,0.9,181.85,7.58,77.55,35.45,27.49,气体影响游动凡尔漏失,128.34,78.33,25.27,0.67,1.4,1.05,12.24,19.73,优良
Test_739,低渗透,砂岩,定向井,1025,23,17.25,1.47,15.78,47.04,91.5,0,0.1,777.62,38,2296.35,5,4,64.78,CYJS12-5-73HB,120,105.8,56.6,YCH280-8,33,1.17,309.9,12.91,70.86,17.34,12.29,泵工作基本正常,1518.73,88.17,39.12,2.31,1.4,1.05,12.24,19.73,达标
Test_740,低渗透,砂岩,定向井,1375,24,12,4.16,7.84,133.12,65.3,0,0.1,2297.6,38,2307.61,4,4,49.44,CYJS12-5-73HB,120,92.6,47.5,YCH280-8,33,2.12,218.99,9.12,63.93,45.3,28.96,供液不足,10.01,77.17,27.64,0.79,1.4,1.05,12.24,19.73,优良
Test_741,低渗透,砂岩,定向井,1750,24,9.3,2.5,6.8,80,73.1,0,0.1,2291.68,38,2301.68,5,4,34.55,CYJS12-5-73HB,120,91.5,31,YCCH280-8,30,0.75,275.55,11.48,77.14,28.36,21.88,供液不足游动凡尔漏失,10,76.25,38.27,1.29,1.4,1.05,12.24,19.73,优良
Test_742,低渗透,砂岩,定向井,1375,24,7.2,1.54,5.66,49.28,78.6,0,0.1,2281.07,38,2299.42,5,4,28.35,CYJS12-5-73HB,120,86.3,56.9,YCCH280-8,30,1.29,231.24,9.64,54.87,39,21.4,游动凡尔漏失泵下碰,18.35,71.92,32.13,1.41,1.4,1.05,12.24,19.73,优良
Test_743,低渗透,砂岩,定向井,300,24,9.4,4.67,4.73,149.44,50.3,0,0.1,2288.51,38,2298.51,5,4,32.54,CYJS12-5-73HB,120,91.8,41.7,YCCH280-8,30,0.81,185.25,7.72,69.11,42.76,29.55,供液不足游动凡尔漏失,10,76.5,25.73,0.86,1.4,1.05,12.24,19.73,优良
Test_744,低渗透,砂岩,定向井,1225,24,16,10.43,5.57,333.76,34.8,0,0.1,1270,38,2303.15,5,4,65.42,CYJS12-5-73HB,120,94,48.8,YCH280-8,33,0.9,181.85,7.58,77.55,38.23,29.65,气体影响游动凡尔漏失,1033.15,78.33,22.97,0.89,1.4,1.05,12.24,19.73,优良
Test_745,低渗透,砂岩,定向井,975,24,11,3.77,7.23,120.64,65.7,0,0.1,2189,38,2299.5,5,4,36.77,CYJS12-5-73HB,120,101,53.3,YCCH280-8,30,1.18,293.62,12.23,78.3,26.71,20.91,泵工作基本正常,110.5,84.17,40.77,1.22,1.4,1.05,12.24,19.73,优良
Test_746,低渗透,砂岩,直井,,24,11,4.01,6.99,128.32,63.5,0,0.1,1931.9,38,2298.47,4,4,53.75,CYJS12-5-73HB,120,91.9,51.1,YCH280-8,33,1.59,198.4,8.27,61.23,49.49,30.31,气体影响,366.57,76.58,25.06,0.93,1.4,1.05,12.24,19.73,优良
Test_747,低渗透,砂岩,定向井,1000,24,13,9.09,3.91,290.88,30.1,0,0.1,2189,38,2299.84,5,4,50.09,CYJS12-5-73HB,120,101,53.3,YCCH280-8,30,1.18,293.62,12.23,78.3,35.79,28.03,泵工作基本正常,110.84,84.17,40.77,1.03,1.4,1.05,12.24,19.73,优良
Test_748,低渗透,砂岩,定向井,1075,24,16,2.96,13.04,94.72,81.5,0,0.1,1352.6,38,2297,4,4,89.99,CYJS12-5-73HB,120,92.7,58.2,YCH280-8,33,4.05,163.99,6.83,54.7,63.45,34.71,泵工作基本正常,944.4,77.25,20.7,0.76,1.4,1.05,12.24,19.73,优良
Test_749,低渗透,砂岩,定向井,1100,24,5.1,4,1.1,128,21.5,0,0.1,2187,38,2221.97,5,4,22.39,CYJS12-5-73HB,120,86.3,56.9,YCCH280-8,30,1.29,231.24,9.64,54.87,28.3,15.53,固定凡尔漏失游动凡尔漏失,34.97,71.92,32.13,2.07,1.4,1.05,12.24,19.73,达标
Test_750,低渗透,砂岩,定向井,,24,11,6.29,4.71,201.28,42.8,0,0.1,1668,38,2294.6,4,4,58.23,CYJS12-5-73HB,120,91.9,51.1,YCCH280-8,30,1.59,198.4,8.27,61.23,45.35,27.77,气体影响,626.6,76.58,27.57,1.08,1.4,1.05,12.24,19.73,优良
Test_751,低渗透,砂岩,定向井,1475,24,16,9.33,6.67,298.56,41.7,0,0.1,2143,38,2305.7,5,4,66.73,CYJS12-5-73HB,120,84.2,34.1,YCCH280-8,30,0.81,265.4,11.06,67.01,48.03,32.19,固定凡尔漏失,162.7,70.17,36.87,0.77,1.4,1.05,12.24,19.73,优良
Test_752,低渗透,砂岩,定向井,2100,24,28,9.94,18.06,318.08,64.5,0,0.1,1000.71,38,1808.31,5,4,85.12,CYJS12-5-73HB,120,82.5,60.4,YCCH280-8,30,2.07,186.11,7.75,47.69,79.41,37.87,游动凡尔漏失泵下碰,807.6,68.75,25.83,0.66,1.4,1.05,12.24,19.73,优良
Test_753,低渗透,砂岩,定向井,800,24,1.1,0.95,0.15,30.4,13.3,0,0.1,1650,38,2300.12,5,4,93.72,CYJS12-5-73HB,120,105.8,56.6,YCCH280-8,30,1.17,309.9,12.91,70.86,51.74,36.66,泵工作基本正常,650.12,88.17,43.03,17.07,1.4,1.05,12.24,19.73,优良
Test_754,低渗透,砂岩,定向井,1350,24,3.6,1.42,2.18,45.44,60.5,0,0.1,1866,38,2302.71,5,4,14.69,CYJS12-5-73HB,120,100.7,46.4,YCCH280-8,30,0.75,249.55,10.4,68.31,11.85,8.09,气体影响,436.71,83.92,34.67,3.71,1.4,1.05,12.24,19.73,不达标
Test_755,低渗透,砂岩,定向井,950,24,0.86,0.7,0.16,0,17,0,0.1,2147.43,38,2301.36,5,4,3.13,CYJS12-5-73HB,120,107.2,62.1,YCCH280-8,30,0.67,173.69,7.24,74.07,3.5,2.6,游动凡尔漏失泵下碰,153.93,89.33,24.13,9.4,1.4,1.05,12.24,19.73,不达标
Test_756,低渗透,砂岩,定向井,1250,24,15,3.72,11.28,119.04,75.2,0,0.1,1517,38,2301,5,4,104.9,CYJS12-5-73HB,120,101.5,58.7,YCCH280-8,30,2.24,293.92,12.25,35.8,61.26,21.93,游动凡尔漏失,784,84.58,40.83,1.29,1.4,1.05,12.24,19.73,优良
Test_757,低渗透,砂岩,定向井,1500,24,7.4,3.9,3.5,124.8,47.3,0,0.1,2293.46,38,2303.46,4,4,38.49,CYJS12-5-73HB,120,91.8,50,YCCH280-8,30,1.25,219.27,9.14,74.23,28.9,21.45,泵工作基本正常,10,76.5,30.47,1.29,1.4,1.05,12.24,19.73,优良
Test_758,低渗透,砂岩,定向井,1000,23,10.54,0.87,9.67,27.84,91.7,0,0.1,2107,38,2297.12,5,4,40.09,CYJS12-5-73HB,120,105.8,45.2,YCCH280-8,30,0.81,373.26,15.55,74.32,22.59,16.79,游动凡尔漏失,190.12,88.17,51.83,1.68,1.4,1.05,12.24,19.73,达标
Test_759,低渗透,砂岩,直井,,24,14,0.6,13.4,0,95.1,0,0.1,1268.37,38,2197.6,5,4,46.82,CYJS12-5-73HB,120,99,59.8,YCCH280-8,30,0.69,242.74,10.11,72.44,27.54,19.95,游动凡尔漏失泵下碰,929.23,82.5,33.7,1.37,1.4,1.05,12.24,19.73,优良
Test_760,低渗透,砂岩,定向井,625,24,7.4,1.75,5.65,56,76.3,0,0.1,1900,38,2000.5,4.8,4,25.08,CYJ14-4.8-73HB,140,131.3,111.9,YCCH280-8,30,0.76,229.79,9.57,47.3,34.21,16.18,供液不足游动凡尔漏失,100.5,93.79,31.9,1.63,1.4,1.05,12.24,19.73,达标
Test_761,低渗透,砂岩,定向井,2075,24,30,0.27,29.73,8.64,99.1,0,0.1,1061,44,1901.65,4.8,4.5,95.46,CYJY14-4.8-73HB,140,73.3,41.2,CYQT250M2-8,30,0.98,230.52,9.61,67.48,78.73,53.13,游动凡尔漏失,840.65,52.36,32.03,0.72,1.4,1.05,12.24,19.73,优良
Test_762,低渗透,砂岩,定向井,740,24,21,1.3,19.7,41.6,93.8,0,0.1,964,38,2004.56,4.8,4,87.07,CYJ14-4.8-73HB,140,81,36.4,YCCH280-8,30,0.72,311.69,12.99,64.29,30.21,19.42,游动凡尔漏失,1040.56,57.86,43.3,1.54,1.4,1.05,12.24,19.73,达标
Test_763,低渗透,砂岩,定向井,1075,24,37,10.1,26.9,323.2,72.7,0,0.1,1300,56,1609.1,5,4,63.64,CYJS12-5-73HB,120,54.7,25,YCCH280-8,30,0.72,365.52,15.23,31.92,106.99,34.14,气体影响,309.1,45.58,50.77,0.76,1.4,1.05,12.24,19.73,优良
Test_764,低渗透,砂岩,定向井,1375,24,3,0.67,2.33,21.44,77.7,0,0.1,1980,38,1998.55,4.8,2.5,18.74,CYJY14-4.8-73HB,140,84.9,38.3,YCCH280-8,30,0.88,73.72,3.07,69.06,30.86,21.31,供液不足,18.55,60.64,10.23,1.24,1.4,1.05,12.24,19.73,优良
Test_765,低渗透,砂岩,定向井,1325,12,8.5,0.01,8.49,0,99,0,0.1,1731,44,1796.44,4.5,4,26.52,CYJ14-4.8-73HB,140,88.7,41.3,YCCH280-8,30,0.79,246.14,10.26,64.8,25.26,16.37,泵工作基本正常,65.44,63.36,34.2,1.67,1.4,1.05,12.24,19.73,达标
Test_766,低渗透,砂岩,直井,,24,16,0.45,15.55,14.4,97.2,0,0.1,2100,38,2301.23,5,4,46.54,CYJS12-5-73HB,120,101,53.3,YCCH280-8,30,1.18,293.62,12.23,78.3,34.78,27.24,泵下碰,201.23,84.17,40.77,0.87,1.4,1.05,12.24,19.73,优良
Test_767,低渗透,砂岩,定向井,1822,24,9,1.02,7.98,32.64,88.7,0,0.1,2291,38,2301.25,4.5,4,38.01,CYJ14-4.8-73HB,140,96.4,45.5,YCCH280-8,30,0.5,167.15,6.96,71.22,49.98,35.59,供液不足,10.25,68.86,23.2,0.81,1.4,1.05,12.24,19.73,优良
Test_768,低渗透,砂岩,直井,,22.5,9.37,4.61,4.76,147.52,50.8,0,0.1,2172,38,2182.83,3.8,4,54.73,CYJ14-4.8-73HB,140,76.6,42.9,YCCH280-8,30,1.09,162.95,6.79,72.11,47.84,34.49,供液不足游动凡尔漏失,10.83,54.71,22.63,0.8,1.4,1.05,12.24,19.73,优良
Test_769,低渗透,砂岩,定向井,650,24,31,1.46,29.54,46.72,95.3,0,0.1,753,44,1795.46,4.8,3.5,85.2,YCYJ10-5-37HB,100,69.6,29.6,YCCH280-8,30,1.33,282.18,11.76,47.3,47.97,22.69,游动凡尔漏失,1042.46,69.6,39.2,1.21,1.4,1.05,12.24,19.73,优良
Test_770,低渗透,砂岩,定向井,675,24,28,2.69,25.31,86.08,90.4,0,0.1,1544,44,1800.35,4.8,4,73.93,YCYJ14-5-53HB,140,83.9,36.2,YCCH280-8,30,0.83,324.75,13.53,67.7,55.14,37.33,泵工作基本正常,256.35,59.93,45.1,0.75,1.4,1.05,12.24,19.73,优良
Test_771,低渗透,砂岩,定向井,550,24,22,0.49,21.51,0,97.5,0,0.1,1600.5,44,1806.22,4.8,3.5,81.93,YCYJ14-5-53HB,140,79.4,37.1,YCCH280-8,30,1.29,171.61,7.15,65.71,85.31,56.06,泵工作基本正常,205.72,56.71,23.83,0.49,1.4,1.05,12.24,19.73,优良
Test_772,低渗透,砂岩,定向井,1050,24,24,3.24,20.76,103.68,86.5,0,0.1,1150,44,1802.73,4.8,3.5,78.28,YCYJ14-5-53HB,140,69,30.4,YCCH280-8,30,1.14,273.43,11.39,62.35,47.86,29.84,游动凡尔漏失,652.73,49.29,37.97,0.99,1.4,1.05,12.24,19.73,优良
Test_773,低渗透,砂岩,定向井,650,24,23,0.92,22.08,0,95.4,0,0.1,1630,38,2295.61,5,4,97.39,CYJS12-5-73HB,120,93.1,41.2,CYQT250M2-8,30,0.71,257.19,10.72,63.18,70.93,44.82,泵工作基本正常,665.61,77.58,35.73,0.69,1.4,1.05,12.24,19.73,优良
Test_774,低渗透,砂岩,定向井,980,24,43,0.43,42.57,13.76,99,0,0.1,862,56,1505.14,4.8,4,68.86,CYJ14-4.8-73HB,140,81.8,34.5,YCCH280-8,30,0.76,235.43,9.81,66.23,72.68,48.14,泵工作基本正常,643.14,58.43,32.7,0.64,1.4,1.05,12.24,19.73,优良
Test_775,低渗透,砂岩,定向井,825,24,35,1.6,33.4,0,94.7,0,0.1,990,44,1898.33,5,4,90.92,YCYJ12-5-48HB,120,80.2,33.2,CYQT250M-8,30,0.6,255.05,10.63,77.91,47.68,37.15,泵工作基本正常,908.33,66.83,35.43,0.74,1.4,1.05,12.24,19.73,优良
Test_776,低渗透,砂岩,定向井,1225,24,22,6.73,15.27,215.36,69.4,0,0.1,1788,44,1798.21,4.8,4,54.58,YCYJ14-5-53HB,140,102.3,27.9,CYQT250M-8,30,0.75,303.74,12.66,74.16,43.47,32.23,泵工作基本正常,10.21,73.07,42.2,0.77,1.4,1.05,12.24,19.73,优良
Test_777,低渗透,砂岩,定向井,975,24,14,0.27,13.73,8.64,98.1,0,0.1,1796,38,2296.74,4,4,61.08,YCYJ12-5-48HB,120,94.5,48.8,YCCH280-8,30,0.82,222.19,9.26,74,56.66,41.93,游动凡尔漏失,500.74,78.75,30.87,0.88,1.4,1.05,12.24,19.73,优良
Test_778,低渗透,砂岩,定向井,1400,24,28,4.12,23.88,131.84,85.3,0,0.1,1500,44,1803.88,5,5,68.93,YCYJ12-5-48HB,120,76,42.9,CYQT250M-8,30,0.92,498.95,20.79,22.72,116.81,26.54,气体影响固定凡尔漏失,303.88,63.33,69.3,1.19,1.4,1.05,12.24,19.73,优良
Test_779,低渗透,砂岩,直井,,24,32,1.34,30.66,42.88,95.8,0,0.1,1796,44,1797.12,4.8,4,80.34,CYJ12-4.8-73HB,120,76.3,37.1,YCCH280-8,30,0.78,219.79,9.17,75.61,75.02,56.72,气体影响游动凡尔漏失,1.12,63.58,30.57,0.38,1.4,1.05,12.24,19.73,优良
Test_780,低渗透,砂岩,定向井,600,24,17,0.05,16.9,0,99,0,0.1,1544,38,1988.32,4.8,3.5,58.65,YCYJ12-5-48HB,120,66.5,38.3,CYQT250M-8,30,1,202.85,8.45,64.4,51.06,32.88,游动凡尔漏失,444.32,55.42,28.17,0.77,1.4,1.05,12.24,19.73,优良
Test_781,低渗透,砂岩,直井,,24,14,0.05,13.95,0,99,0,0.1,1265,38,1999.44,4,3.6,62.79,YCYJ14-5-53HB,140,76.6,37.9,YCCH280-8,30,0.67,192.81,8.03,72.99,33.1,24.16,游动凡尔漏失,734.44,54.71,26.77,1.09,1.4,1.05,12.24,19.73,优良
Test_782,低渗透,砂岩,定向井,927,24,17,2.07,14,1.9,86.1,0,0.1,1788,44,1797.41,4,4,53.72,CYJS12-5-73HB,120,95,22,YCCH280-8,30,0.78,387.43,16.14,75.1,28.05,21.06,固定凡尔漏失,9.41,79.17,53.8,1.27,1.4,1.05,12.24,19.73,优良
Test_783,低渗透,砂岩,定向井,1630,24,26,0.05,25.95,0,99,0,0.1,1395,38,2002.37,4,4,121.12,YCYJ14-5-53HB,140,83,45.6,YCCH280-8,30,0.78,195,8.12,68.43,74.54,54,游动凡尔漏失,607.37,59.29,27.07,0.54,1.4,1.05,12.24,19.73,优良
Test_784,低渗透,砂岩,直井,,24,17,2.53,14.47,80.96,85.1,0,0.1,2180,38,2315.8,4.8,4,65.01,CYJ12-4.8-73HB,120,93.1,46.1,CYQT250M-8,30,0.53,289.64,12.07,63.66,52.92,33.68,供液不足,135.8,77.58,40.23,0.78,1.4,1.05,12.24,19.73,优良
Test_785,低渗透,砂岩,直井,,24,32,0.05,31.95,0,99,0,0.1,2200,38,2299.43,4.8,4,78.44,CYJS12-5-73HB,120,83.3,46.1,YCCH280-8,30,1.59,229.34,9.56,68.17,83.47,56.9,泵工作基本正常,99.43,69.42,31.87,0.33,1.4,1.05,12.24,19.73,优良
Test_786,低渗透,砂岩,定向井,1025,24,17,4.59,12.41,146.88,73,0,0.1,2000,38,2233,5,3.5,69.89,CYJS12-5-73HB,120,94.3,47.3,YCCH280-8,30,1.36,270.74,11.28,66.63,47.3,31.52,游动凡尔漏失,233,78.58,37.6,0.8,1.4,1.05,12.24,19.73,优良
Test_787,低渗透,砂岩,直井,,24,9.58,0.27,9.31,8.64,97.2,0,0.1,2018,38,2298.93,4.8,4.5,33.74,CYJ14-4.8-73HB,140,87.3,65,YCCH280-8,30,0.48,112.18,4.67,36.43,134.7,49.08,气锁或严重液击,280.93,62.36,15.57,0.58,1.4,1.05,12.24,19.73,优良
