井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_159,低渗透,砂岩,定向井,600,24,4.75,0.57,4.18,0,88,0.5,0,2288,32,2298.81,3.8,4,29.55,CYJ12-4.8-73HB,120,90.8,48.7,YCCH280-8,30,1.1,316.23,13.18,55.35,17.01,9.41,供液不足,10.81,75.67,43.93,2.91,1.4,1.05,12.24,19.73,不达标
Test_160,低渗透,砂岩,定向井,175,24,6.66,0.21,6.45,0,96.8468468468,0.5,0,2174,38,2202.07,4.8,4,24.69,CYJW12-4.8-73HF,120,80.3,39.2,YCCH280-8,30,0.7,262.6,10.94,62.59,24.44,15.3,供液不足,28.07,66.92,36.47,1.81,1.4,1.05,12.24,19.73,达标
Test_161,低渗透,砂岩,定向井,275,24,3.8,0.08,3.72,0,97.8947368421,0,0,50,38,2293.23,4.8,4,11.82,CYJW12-4.8-73HF,120,53.3,43.3,Y280M-8,45,4.44,126.3,5.26,23.09,1.77,0.41,泵漏失,2243.23,44.42,11.69,66.47,1.4,1.05,12.24,19.73,不达标
Test_162,低渗透,砂岩,定向井,1200,24,2.39,0.1,2.29,0,95.8158995816,0.5,0,1895,38,2204.5,3,2,23.69,CYJS12-5-73HB,120,75.85,52.46,YCCH280-8,30,4.53,85.71,3.57,18.12,81.08,14.69,不知,309.5,63.21,11.9,1.89,1.4,1.05,12.24,19.73,达标
Test_163,低渗透,砂岩,直井,,24,19.56,0.21,19.35,0,98.9263803681,0.5,0,944,56,1301.29,2.5,3.5,73.32,CYJ10-3-37HB,100,60.3,36.36,YCCH280-8,30,0.97,128.05,5.34,63.08,65.5,41.32,不知,357.29,60.3,17.8,0.69,1.4,1,12.86,20.71,优良
Test_164,低渗透,砂岩,直井,,24,19.29,3.55,15.74,0,81.5966822188,0.4,0,1881,38,2298.61,5,4,70.62,YCYJ14-5-53HB,140,102.5,34.5,YCCH280-8,30,1.3,238.94,9.96,72.86,56.45,41.13,工作正常,417.61,73.21,33.2,0.66,1.4,1.05,12.24,19.73,优良
Test_165,特低渗透,砂岩,定向井,400,24,18.44,1.89,16.55,0,89.7505422993,0.5,0,1588,38,1903.39,4.8,4,64.41,CYJ12-4.8-73HB,120,75.2,39.7,无电机数据,30,0.9,200.62,8.36,77.41,52.27,40.46,工作正常,315.39,62.67,27.87,0.69,1.6,1.05,10.71,17.26,优良
Test_166,高渗透,砂岩,定向井,375,24,38.9,2,36.58,0,93.8,0.1,0,800,44,1009.8,5,4,89.1,YCYJ12-5-73HB,120,51.23,27.36,YCCH280-8,30,4.78,226.71,9.45,69.13,55.75,38.54,游动凡尔漏失,209.8,42.69,31.5,0.73,1,1,18,29,优良
Test_167,低渗透,砂岩,直井,,24,4.9,0.96,3.93,0,78.5,0.1,0,1000.98,38,1150.22,5,4,15.3,YCYJ12-5-73HB,120,43.44,22.15,YCCH280-8,30,1.32,290.5,12.1,74.96,6.29,4.71,泵下碰,149.24,36.2,40.33,5.92,1.4,1,12.86,20.71,不达标
Test_168,中渗透,砂岩,定向井,,24,14.5,4.41,9.9,0,66,0.1,0,1162.57,38,1450.28,3,4,76.5,CYJS12-5-73HB,120,53.26,37.56,YCCH280-8,30,3.79,72.09,3,64.27,96.93,62.3,泵工作基本正常,287.71,44.38,10,0.43,1,1,18,29,优良
Test_169,中渗透,砂岩,直井,,24,23,3.87,19.07,0,82.9,0.1,0,790.4,44,1105.74,3,4,87.6,CYJS12-5-73HB,120,41,26.8,YCH280-8,33,3.85,104.64,4.36,47.13,100.82,47.51,游动凡尔漏失,315.34,34.17,13.21,0.58,1,1,18,29,优良
Test_170,中渗透,砂岩,定向井,400,24,14.9,5.19,9.45,0,63,0.1,0,700.67,38,1307.07,3,4,76.5,CYJS12-5-73HB,120,44.03,33.73,YCCH280-8,30,1.84,179.63,7.48,42.08,37.04,15.59,游动凡尔漏失泵下碰,606.4,36.69,24.93,1.72,1,1,18,29,不达标
Test_171,中渗透,砂岩,直井,,24,35.8,6.75,28.14,0,80.4,0.1,0,800,44,1202.29,5,4,80,YCYJ12-5-73HB,120,56.48,31.93,YCCH280-8,30,0.75,243.33,10.14,77.63,41.82,32.46,泵工作基本正常,402.29,47.07,33.8,0.85,1,1,18,29,优良
Test_172,低渗透,砂岩,直井,,24,6.1,2.37,3.42,0,58,0.1,0,1765.23,38,1797.9,3,4,22.6,CYJ8-3-48HB,80,62.05,40.34,YCCH280-8,30,0.72,157.72,6.57,60.75,29.49,17.92,泵下碰,32.67,77.56,21.9,1.46,1.4,1.05,12.24,19.73,达标
Test_173,高渗透,砂岩,直井,,24,38,0.74,37.09,0,97.6,0.1,0,500,56,1004.93,4,4.5,59.6,YCYJ12-5-48HB,120,39.78,22.29,YCCH280-8,30,1.75,177.31,7.39,35.29,86.5,30.52,游动凡尔漏失,504.93,33.15,24.63,0.93,1,1,18,29,优良
Test_174,高渗透,砂岩,定向井,2409,24,41.8,1.7,40.24,8.8,95.8,0.1,0,250,56,799.7,3,4,98.7,CYJS12-5-73HB,120,32.35,23.2,YCCH280-8,30,3.78,33.74,1.41,69.59,120.86,84.11,游动凡尔漏失,549.7,26.96,4.7,0.32,1,1,18,29,优良
Test_175,高渗透,砂岩,直井,,24,43.2,1.74,38.09,7.82,90.7,0.1,0,600,44,1004.35,5,4,95.9,CYJS12-5-73HB,120,47.65,26.74,YCCH280-8,30,0.95,99.14,4.13,67.99,107.62,73.16,固定凡尔漏失游动凡尔漏失,404.35,39.71,13.77,0.38,1,1,18,29,优良
Test_176,中渗透,砂岩,直井,,24,26.8,0.58,24.53,0.94,98.1,0.1,0,908.6,44,1103.63,3,4.5,84.6,CYJ10-3-48HB,100,44.14,28.06,YCCH280-8,30,0.21,101.91,4.25,59.74,114.64,68.49,游动凡尔漏失,195.03,44.14,14.17,0.42,1,1,18,29,优良
Test_177,中渗透,砂岩,直井,,24,15.9,7.81,7.36,17.28,46,0.1,0,1062.53,44,1100.12,3,4,36.5,CYJ8-3-48HB,80,46.09,27.94,YCCH280-8,30,1.16,205.02,8.54,65.55,33.2,21.76,供液不足游动凡尔漏失,37.59,57.61,28.47,1.21,1,1,18,29,达标
Test_178,低渗透,砂岩,直井,,24,7.3,2.79,3.87,6.86,53,0.1,0,1186,38,1206.76,4,4,22.4,CYJ12-4.2-73HB,120,49.64,30.98,YCCH280-8,30,0.72,113.47,4.73,70.23,28.98,20.35,供液不足,20.76,41.37,15.77,1.31,1.4,1,12.86,20.71,达标
Test_179,中渗透,砂岩,直井,,24,18.9,2.84,15.22,7.56,80.1,0.1,0,244.41,44,1496.35,2.4,4,90.4,CYJ10-3-37HB,100,46.1,40.16,YCCH280-8,30,0.17,69.66,2.9,69.01,29.95,20.67,游动凡尔漏失,1251.94,46.1,9.67,1.51,1,1,18,29,达标
Test_180,中渗透,砂岩,直井,,24,17,0.4,16.51,0.98,97.1,0.1,0,322.52,38,1553.07,3,4,86.7,YCYJ12-5-73HB,120,47.91,40.91,YCCH280-8,30,1.86,92.83,3.87,61.66,27.63,17.04,游动凡尔漏失,1230.55,39.93,12.9,1.69,1,1.05,17.14,27.62,不达标
Test_181,中渗透,砂岩,直井,,24,23.1,2.97,0,0,0,0.1,0,700,38,1497.31,2.4,3.5,0,YCYJ12-5-73HB,120,46.17,33.96,YCCH280-8,30,1.16,99.02,4.13,47.02,95.52,44.91,固定凡尔漏失游动凡尔漏失,797.31,38.48,13.77,0.61,1,1,18,29,优良
Test_182,中渗透,砂岩,直井,,24,16,0.63,19.18,1.64,95.9,0.1,0,50,44,1103.54,2.4,3.5,108.8,CYJ8-3-48HB,80,32.49,29.41,YCCH280-8,30,0.84,3.44,0.14,77.72,114.38,88.9,连抽带喷,1053.54,40.61,0.47,0.43,1,1,18,29,优良
Test_183,低渗透,砂岩,直井,,24,3.7,2.29,1.22,4.36,36,0.1,0,1407.15,38,1504.58,3,4,17.4,CYJ10-3-48HB,100,56.89,38.96,YCCH280-8,30,1.09,73.52,3.06,68.75,26.1,17.94,供液不足游动凡尔漏失,97.43,56.89,10.2,1.41,1.4,1.05,12.24,19.73,达标
Test_184,高渗透,砂岩,直井,,24,41.2,1.7,40.11,3.78,95.5,0.1,0,232.29,57,905.77,2.3,5,99.4,CYJ8-3-48HB,80,33.99,26.41,YCCH280-8,30,0.49,121.79,5.07,61.89,37.39,23.14,泵工作基本正常,673.48,42.49,16.9,1.27,1,1,18,29,达标
